,"﻿""osmid""",name,amenity,emergency,geological,historic,leisure,man_made,office,shop,sport,tourism,craft,Longitude,Latitude
650985,470556228,Peanuts,pub,,,,,,,,,,,9.0874696,47.3048576
650986,470556243,Café Abderhalden,cafe,,,,,,,,,,,9.0866284,47.3028729
651018,470569085,Bergrestaurant Z'Graggen,restaurant,,,,,,,,,,,8.6021163,46.8438674
651437,470794158,Gemeindehaus Ruswil,townhall,,,,,,,,,,,8.1261328,47.0846358
651522,470837118,Le Pic assiette,restaurant,,,,,,,,,,,6.3534554,46.9057113
651523,470837120,La Medina,restaurant,,,,,,,,,,,6.3535584,46.9059048
651556,470850401,Laubeweg,parking,,,,,,,,,,,8.1273185,47.0839269
651561,470850858,Coop,parking,,,,,,,,,,,8.1267263,47.0826615
651795,470921179,Capitole,pharmacy,,,,,,,,,,,6.8572643,46.4577425
651821,470929377,Pré Vernet,parking,,,,,,,,,,,6.172484,45.9082393
652300,471042067,Bätzibuck,school,,,,,,,,,,,8.6857268,47.4317078
652302,471042076,Pizzeria Il Centro,pub,,,,,,,,,,,8.6852471,47.4280867
652303,471042089,New Point,restaurant,,,,,,,,,,,8.6857377,47.4282722
652306,471042102,Apotheke / Drogerie,pharmacy,,,,,,,,,,,8.685331,47.4282937
652307,471042103,Migros Restaurant,restaurant,,,,,,,,,,,8.6856991,47.4287275
652805,471127016,"Briefeinwurf Suberg, Bernstrasse",post_box,,,,,,,,,,,7.3388799,47.0586111
652808,471127240,Esso,fuel,,,,,,,,,,,7.3075963,47.0727495
652809,471127243,Apotheke Bahnhof,pharmacy,,,,,,,,,,,7.3064999,47.0752006
652837,471130763,Bar des Galleries,pub,,,,,,,,,,,6.9280262,46.9913076
653014,471168693,Dr Gabioud,doctors,,,,,,,,,,,6.4080811,46.6181823
653033,471172414,Ecole secondaire,school,,,,,,,,,,,6.4115837,46.6191643
653198,471200716,Place du 650ème,drinking_water,,,,,,,,,,,6.8178205,46.9559107
653334,471225030,Bodrum,restaurant,,,,,,,,,,,8.5609232,47.3024266
653527,471286686,Feurerwehr Augst/Kaiseraugst Depot Liebrüti,fire_station,,,,,,,,,,,7.7319985,47.535083
653544,471290693,"Briefeinwurf Bern, Burgerheim",post_box,,,,,,,,,,,7.4373092,46.9614825
653559,471293967,Cafe L'imbarcadero,restaurant,,,,,,,,,,,8.7421594,46.0031788
653785,471352741,Oberdorf,cafe,,,,,,,,,,,8.6916103,47.2526815
653886,471379483,Primarschule Augst,school,,,,,,,,,,,7.7199283,47.5340557
653888,471380232,"Primarschule Kaiseraugst, Schulhaus Dorf",school,,,,,,,,,,,7.7228954,47.5402522
654063,471486103,Collège primaire,school,,,,,,,,,,,6.9181644,47.0003657
654064,471486104,Accacias (cantine parascolaire),restaurant,,,,,,,,,,,6.9173919,47.0006291
654162,471496100,Chapelle des Dix-milles-martyres,place_of_worship,,,,,,,,,,,7.0651225,47.0503625
654166,471496127,Hôtel de Nemours,restaurant,,,,,,,,,,,7.0643151,47.0508257
654209,471508246,Höfe,restaurant,,,,,,,,,,,8.7784046,47.2026591
654665,471568744,Rössli,restaurant,,,,,,,,,hotel,,7.6274765,46.7430946
654684,471572038,Talacher,restaurant,,,,,,,,,,,8.5437345,47.1765707
654685,471572042,St. Meinrad,place_of_worship,,,,,,,,,,,8.5585376,47.1600006
654686,471572043,Trinkwasser,drinking_water,,,,,,,,,,,8.5606463,47.1543138
654722,471576802,Restaurant Bahnhof,restaurant,,,,,,,,,,,7.3194063,47.0993006
654754,471582054,Liebrüti,restaurant,,,,,,,,,,,7.7307064,47.5351018
654773,471582383,Liebrüti,pharmacy,,,,,,,,,,,7.7297428,47.5351205
654780,471583274,Liebrüti,post_office,,,,,,,,,,,7.7299386,47.5351874
654820,471587200,Schlosshof Indochina,restaurant,,,,,,,,,,,8.6919435,47.5023142
654891,471592885,Beau Rivage Da Domenico,restaurant,,,,,,,,,,,7.6332943,46.7570252
654892,471592886,Steinbock Camino,restaurant,,,,,,,,,,,7.6302013,46.7572304
654893,471592887,Bahnhöfli,restaurant,,,,,,,,,,,7.6166026,46.7744556
655277,471627998,Coyote Ugly,pub,,,,,,,,,,,8.7232621,47.4980739
655278,471627999,Archbar,pub,,,,,,,,,,,8.7234927,47.4985743
655279,471628000,Molino,restaurant,,,,,,,,,,,8.7277569,47.4994389
655280,471628001,Outback Lodge,restaurant,,,,,,,,,,,8.7183015,47.4954473
655321,471631891,Kath. Kirche St. Niklaus,place_of_worship,,,,,,,,,,,8.7717273,47.2531466
655478,471680185,Schutzhütte,shelter,,,,,,,,,,,7.6929454,47.7762133
655801,471793661,Kiosk,cafe,,,,,,,kiosk,,,,8.5218499,47.3990158
655814,471796507,Schlachthaus,theatre,,,,,,,,,,,7.4506271,46.9486292
656160,471899384,Les mésanges,school,,,,,,,,,,,6.7642469,47.473142
656262,471949915,Rosenkranzkapelle,place_of_worship,,,,,,,,,,,9.6770522,47.4094087
656321,471957872,Feuerwehr Bachenbülach,fire_station,,,,,,,,,,,8.541674,47.503568
656434,471974414,Eglise de Grandcour,place_of_worship,,,,,,,,,,,6.9304093,46.8718671
656840,472093687,Hotel Bahnhof,restaurant,,,,,,,,,,,7.7245365,47.5383038
656898,472097405,St.Gallus Kirche,place_of_worship,,,,,,,,,,,7.7244351,47.5412096
656996,472139908,Gare,parking,,,,,,,,,,,6.8961146,46.4652812
656997,472139935,Bahyse,school,,,,,,,,,,,6.895536,46.4670079
656998,472139954,Cojonnex,school,,,,,,,,,,,6.8951498,46.4683735
657404,472285461,Geisackerhütte,shelter,,,,,,,,,,,7.8342775,47.7297698
657609,472312786,Mini-Golf,restaurant,,,,,,,,,,,9.1818328,47.6510015
657614,472313474,Platz 3,ferry_terminal,,,,,,,,,,,9.182088,47.652002
657615,472313920,Platz3,ferry_terminal,,,,,,,,,,,9.182442,47.6526175
657617,472313989,Platz 2,ferry_terminal,,,,,,,,,,,9.182322,47.652412
657654,472318598,Schlössli,restaurant,,,,,,,,,,,9.2120644,47.6442012
657781,472332014,Zur Linde,restaurant,,,,,,,,,,,7.7642402,47.5082286
658057,472353193,Mühle,restaurant,,,,,,,,,,,9.9484343,47.1023685
658209,472367589,Gruebi,shelter,,,,,,,,,,,8.7049846,47.0242987
658212,472367594,Rothenfluh,restaurant,,,,,,,,,,,8.7003354,47.0182751
658350,472383224,1st Choice,bar,,,,,,,,,,,8.6944731,47.5107345
658351,472383229,Bären,restaurant,,,,,,,,,,,8.6928044,47.5109773
658352,472383325,Apotheke Wülflingen,pharmacy,,,,,,,,,,,8.6936282,47.5106629
658382,472386362,St. Gallus,place_of_worship,,,,,,,,,,,7.6228237,47.6221958
658439,472394450,Rabenflue,bbq,,,,,,,,,viewpoint,,7.642628,46.7621412
658569,472408069,Schornerei,restaurant,,,,,,,,,,,8.6195678,47.0992445
658571,472408081,Rahmenegg,restaurant,,,,,,,,,,,8.6139169,47.1022435
658572,472408086,Schlachtkapelle,place_of_worship,,,,,,,,,,,8.6332724,47.090052
658573,472408087,Schornen,restaurant,,,,,,,,,,,8.6343105,47.0922752
658575,472408465,Höllhütte,shelter,,,,,,,,,,,7.7383016,47.7084853
658606,472413971,Amphion-les-Bains CGN,ferry_terminal,,,,,,,,,,,6.543103,46.395403
658723,472425476,Kantonalbank Luzern,bank,,,,,,,,,,,7.994906,47.1210522
658763,472429063,Bären Apotheke,pharmacy,,,,,,,,,,,9.3889584,47.7183059
658868,472439019,Asia Halong,restaurant,,,,,,,,,,,7.46564,46.9418075
659043,472458514,Burgdorf Bahnhof,car_sharing,,,,,,,,,,,7.61934,47.06081
659137,472464927,Mairie de Contamine sur Arve,townhall,,,,,,,,,,,6.3411105,46.1280069
659408,472553703,Malga Caldea,parking,,,,,,,,,,,10.4790109,46.2077613
659426,472560747,Enfantine,school,,,,,,,,,,,6.893495,46.4684903
659527,472579520,Cantine des Dents Blanches,restaurant,,,,,,,,,,,6.8320816,46.1487012
659640,472601709,Oratorio della Beata Vergine di Parlò,place_of_worship,,,,,,,,,,,8.9912621,46.0509732
659647,472602880,Grottino - Hotel Centro Panoramica Cadro,restaurant,,,,,,,,,,,8.9865157,46.0510327
659919,472645003,Cappella di Santa Barbara,place_of_worship,,,,,,,,,,,9.7950753,45.916662
660051,472666380,Steiner,cafe,,,,,,,bakery,,,,8.6900268,47.2552472
660269,472703202,Deitingen Nord,fuel,,,,,,,,,,,7.6206522,47.2281972
660311,472718037,St. Arbogast,place_of_worship,,,Wehrkirche,,,,,,,,7.645559,47.5222853
660467,472774187,Pizza Blitz,fast_food,,,,,,,,,,,8.732495,47.4981646
660468,472774192,Zermatt Kebap Haus,fast_food,,,,,,,,,,,8.7285844,47.49785
660606,472856846,Recyclinghof,recycling,,,,,,,,,,,8.080246,47.5679651
660616,472861338,Regionalspital Laufenburg,hospital,yes,,,,,,,,,,8.0646649,47.5623046
661055,473052064,Urner Kantonalbank,bank,,,,,,,,,,,8.596258,46.6351785
661056,473052065,Raiffeisenbank,bank,,,,,,,,,,,8.5965425,46.6346342
661127,473072684,Polizeiposten Andermatt,police,,,,,,,,,,,8.5953598,46.637413
661136,473074153,Notspital Andermatt,hospital,,,,,,,,,,,8.5971164,46.637928
661137,473074162,Soldatenhaus,pub,,,,,,,,,,,8.5968626,46.6377064
661166,473085584,Bär,fountain,,,,,,,,,,,8.5953806,46.632924
661170,473085842,Bahnhofsbuffet,restaurant,,,,,,,,,,,8.5937408,46.6369408
661174,473086003,Zumdorf,restaurant,,,,,,,,,,,8.5383925,46.6106941
661175,473086779,Freiwillige Feuerwehr,fire_station,,,,,,,,,,,8.5962992,46.6327345
661204,473095596,Konzil Konstanz Restaurant,restaurant,,,,,,,,,,,9.1782863,47.6607935
661213,473097837,Nordsee,restaurant,,,,,,,,,,,9.1746318,47.6599527
661216,473098538,Rats Apotheke,pharmacy,,,,,,,,,,,9.1724504,47.6600489
661250,473101295,Fischmarkt Brunnen,fountain,,,,,,,,,artwork,,9.1768042,47.6612638
661264,473104089,Waldhäusle,restaurant,,,,,,,,,,,10.251169,47.6632984
661507,473137724,L'Alchimie,restaurant,,,,,,,,,,,6.3626151,46.8983474
661723,473161846,"Briefeinwurf Bern, Thunstrasse",post_box,,,,,,,,,,,7.4645338,46.9415003
662207,473379001,Kath. Hochschulseelsorge,place_of_worship,,,,,,,,,,,8.5454842,47.376384
662226,473387023,Bahnhof,restaurant,,,,,,,,,,,8.8782322,47.3685211
662296,473398645,Café Papiermühle,restaurant,,,,,,,,,,,7.6031676,47.5547076
662407,473426870,Le Coq Rouge,restaurant,,,,,,,,,,,6.0209276,46.2429713
662480,473445115,Felix,cafe,,,,,,,,,,,8.5445625,47.3674581
662492,473453005,Oskis Besenbeiz,restaurant,,,,,,,,,,,8.4862652,47.5559827
662504,473456103,McDonald's,fast_food,,,,,,,,,,,8.7520154,47.1962812
662590,473477778,Credit Suisse,bank,,,,,,,,,,,6.9290282,46.9916561
662591,473477779,Amavita,pharmacy,,,,,,,,,,,6.9288997,46.9919795
662598,473477786,Star restaurant,fast_food,,,,,,,,,,,6.928713,46.9922574
662653,473483020,Parking Résidentiel,parking,,,,,,,,,,,6.7925179,47.499444
662654,473483021,Parking Résidentiel,parking,,,,,,,,,,,6.7930023,47.5001423
662679,473487189,Gurtis,parking,,,,,,,,,,,9.6423193,47.1944736
662739,473495976,Centre des impôts,public_building,,,,,,,,,,,6.3495282,46.9069579
662740,473495979,Caisse d'allocations familiales,public_building,,,,,,,,,,,6.3500346,46.9068524
662741,473495982,Caisse primaire d'assurance maladie,public_building,,,,,,,,,,,6.3499573,46.906782
662797,473512378,Pharmacie de l'Espérance,pharmacy,,,,,,,,,,,6.3523788,46.9015037
663040,473651233,Grotto il Mater,restaurant,,,,,,,,,,,8.6496771,46.0648965
663151,473687730,Sennhütte,restaurant,,,,,,,,,,,7.5074531,47.2526364
663198,473691831,Cantine de Tovasiere,restaurant,,,,,,,,,,,6.8235579,46.2044195
663257,473699121,Silvretta Center,parking,,,,,,,,,,,9.9175785,47.0797595
663318,473715443,Pizzeria Restaurant Duetto,restaurant,,,,,,,,,,,9.2719095,47.6927486
663663,473787791,La Charue,restaurant,,,,,,,,,,,6.235586,46.4775559
663792,473835565,Rosenapotheke,pharmacy,,,,,,,,,,,8.1716916,47.6083439
663823,473849827,Zum Adler,restaurant,,,,,,,,,,,10.0217874,47.5536053
664063,474312059,Galgenhoelzle,pub,,,,,,,,,,,9.1599656,47.7668172
664064,474312061,Gasthaus zur Krone,restaurant,,,,,,,,,,,9.1600633,47.7667902
664161,474362126,Bistretto Osteria 93,restaurant,,,,,,,,,,,7.4627853,46.9412968
664232,474371001,Alpe Selviana,biergarten,,,,,,,,,,,8.427173,45.8420924
664266,474382251,Schulhaus Mettlen,school,,,,,,,,,,,8.4621541,47.3631266
664423,474415349,Kiosk Wiedehorn,cafe,,,,,,,kiosk,,,,9.4008016,47.5368686
664435,474419280,Bistro ... (?),cafe,,,,,,,,,,,9.4018555,47.5306961
664455,474424397,Freilichtbühne Geierwally,theatre,,,,,,,,,,,10.4294848,47.2897964
664457,474425323,Belgirate,ferry_terminal,,,,,,,,,,,8.5732108,45.8388755
664497,474453891,Kantonspolizei Zürich,police,,,,,,,,,,,8.532296,47.3748242
664498,474454473,Kriminalpolizei,police,,,,,,,,,,,8.5311824,47.3750137
664580,474523028,L'Ermitage,restaurant,,,,,,,,,,,6.8929804,46.4394459
664802,474658225,Zum scharfen Eck,restaurant,,,,,,,,,,,9.4009506,47.6919185
664908,474692940,Fischerstoebli,restaurant,,,,,,,,,,,9.9169956,47.0870596
665107,474732274,Robi Amstutz,fuel,,,,,,,,,,,8.4127418,46.8182988
665292,474764443,LGG,fuel,,,,,,,,,,,9.2874475,47.6031445
665295,474764716,Galerie Hörnli,restaurant,,,,,,,,,,,9.2841046,47.6036806
665297,474764720,Hotel Restaurant Seemöwe,restaurant,,,,,,,,,hotel,,9.2837506,47.6064298
665316,474767505,Shell,fuel,,,,,,,,,,,7.8153642,47.6428085
665353,474770936,Packstation 119,post_box,,,,,,,,,,,7.8172804,47.6468501
665354,474770938,DB,parking,,,,,,,,,,,7.824664,47.6486462
665355,474770939,Viehmarkt,parking,,,,,,,,,,,7.8231083,47.6514379
665356,474770949,Freie SB-Tankstelle und Waschanlage,fuel,,,,,,,,,,,7.8070843,47.6468544
665372,474774709,Schynige Platte,restaurant,,,,,,,,,,,7.9094902,46.6511924
665384,474778383,provitreff,nightclub,,,,,,,,,,,8.5302574,47.3874601
665444,474784539,Gasthaus Richisau,restaurant,,,,,,,,,,,8.9118239,47.0230851
665567,474814075,Restaurant de la Croix Blanche,restaurant,,,,,,,,,,,7.1719105,46.7451821
665569,474814738,RAIFFEISEN Le Mouret,bank,,,,,,,,,,,7.1721026,46.7456568
665572,474816301,Gendarmerie du Mouret,police,,,,,,,,,,,7.1722949,46.743573
665674,474863680,Église de Saint-François,place_of_worship,,,,,,,,,,,6.1450547,46.1948524
665697,474954148,Centre médico psycho pédagogique,doctors,,,,,,,,,,,6.350846,46.9072337
665733,474960920,Kapelle,place_of_worship,,,,,,,,,,,8.4251684,45.8429167
665790,474973965,Behindertenparkplatz,parking,,,,,,,,,,,9.1607465,47.6414402
665845,474982856,Avia,fuel,,,,,,,,,,,8.5125042,47.3702456
665850,474982919,Do-X,restaurant,,,,,,,,,,,9.5173271,47.6706565
665933,474991928,PT Posteitaliane,post_office,,,,,,,,,,,8.4391405,45.8218773
666392,475181170,Dorftreff,bus_station,,,,,,,,,,,8.919259,47.237759
666434,475196949,Latschaetzlalpe,cafe,,,,,,,,,,,9.8375757,47.0492695
666480,475204226,Esso,fuel,,,,,,,,,,,8.921655,47.2393184
666481,475204258,Restaurant Kreuz,restaurant,,,,,,,,,,,8.9215418,47.2391388
666485,475204285,Drogerie Rüegg,pharmacy,,,,,,,chemist,,,,8.9223042,47.2409953
666487,475204306,Wirtschaft zum Adler,restaurant,,,,,,,,,,,8.9232976,47.2412135
666857,475342136,Muntelier,post_office,,,,,,,,,,,7.1245026,46.9359181
667035,475366093,Knonau,school,,,,,,,,,,,8.4632203,47.2201541
667556,475515626,Kurzzeit 15 min,parking,,,,,,,,,,,8.6944037,47.2524527
667560,475515634,Kurzzeit 15 min,parking,,,,,,,,,,,8.6922592,47.2533057
667561,475515635,Kurzzeit 15 min,parking,,,,,,,,,,,8.6923907,47.253123
667562,475515636,Kurzzeit 15 min,parking,,,,,,,,,,,8.6920114,47.2533227
667563,475515637,Kurzzeit 15 min,parking,,,,,,,,,,,8.6926135,47.2531386
667569,475516459,Café Hasenacker,cafe,,,,,,,,,,,8.7011069,47.2555719
667570,475516599,Löschzug,fire_station,,,,,,,,,,,8.7065996,47.2499601
667614,475522194,UBS,bank,,,,,,,,,,,7.4500073,47.0215432
667646,475528326,Schalander,restaurant,,,,,,,,,,,10.3155284,47.7261881
667647,475528734,Künstlerhaus,bar,,,,,,,,,,,10.3154196,47.7243296
667649,475529133,Glamour,bar,,,,,,,,,,,10.315746,47.7259661
667650,475529811,Trio Bar,bar,,,,,,,,,,,10.316645,47.7261546
667651,475529869,Barcelona Tapas Bar,restaurant,,,,,,,,,,,10.3162789,47.7279143
667652,475529921,Sonderbar,bar,,,,,,,,,,,10.3171005,47.7277794
667653,475529996,Mausefalle,pub,,,,,,,,,,,10.3162963,47.7270329
667655,475530047,SMOOVE,pub,,,,,,,,,,,10.3159027,47.7272682
667661,475530080,JIM JIM,bar,,,,,,,,,,,10.3170433,47.7276421
667665,475531287,Ritterkeller,bar,,,,,,,,,,,10.3205563,47.7240427
667676,475531870,Rakete,bar,,,,,,,,,,,10.3189339,47.7260327
667695,475533861,Esstisch,cafe,,,,,,,,,,,10.3146954,47.7186994
667706,475534898,Rosinante,restaurant,,,,,,,,,,,10.2174962,47.7971864
667716,475535857,Zum Zollhaus,restaurant,,,,,,,,,,,9.5977483,47.6304267
667721,475536305,Meckatzer Bräu-Engel,restaurant,,,,,,,,,,,10.3106078,47.7313038
667743,475537720,N.O.B.,pub,,,,,,,,,,,10.330562,47.708659
667751,475538142,Starlet,restaurant,,,,,,,,,,,10.3135273,47.7223189
667763,475538590,Storchennest,restaurant,,,,,,,,,,,10.3163418,47.7230624
667765,475538893,La Cave,restaurant,,,,,,,,,,,10.3155295,47.7270176
667784,475540457,A Thousand Miles,pub,,,,,,,,,,,10.3163246,47.7251021
667785,475540475,pano,cafe,,,,,,,,,,,10.3157374,47.7261753
667786,475540582,Kath. Kindergarten Bruder Klaus,kindergarten,,,,,,,,,,,9.1740963,47.6725418
668445,475727039,Bahnhof,restaurant,,,,,,,,,,,7.8881224,47.445823
668643,475829419,Baselgia San Lurench,place_of_worship,,,,,,,,,,,10.3366844,46.8159657
668655,475829720,Funtanella Lischana,drinking_water,,,,,,,,,,,10.3103948,46.7940042
668680,475842084,Altana,restaurant,,,,,,,,,hotel,,10.2877925,46.7935373
668712,475859283,Waldschenke,restaurant,,,,,,,,,,,9.7449884,47.5558209
668920,475888658,Maison de Commune,townhall,,,,,,,,,,,6.8744498,46.9833746
668978,475923781,Seeblick,restaurant,,,,,,,,,,,9.7621741,47.5594089
669011,475939024,Tecknau,kindergarten,,,,,,,,,,,7.8816114,47.4509437
669012,475939026,Restaurant Post,restaurant,,,,,,,,,,,7.8820521,47.4511951
669028,475944547,Rosswald,restaurant,,,,,,,,,,,8.0412397,46.3044244
669029,475944549,Klenenhorn,restaurant,,,,,,,,,,,8.0414865,46.3041621
669030,475944552,Parkplatz,restaurant,,,,,,,,,,,8.0438126,46.305083
669189,475991816,New Point,restaurant,,,,,,,,,,,8.5338524,47.3761311
669236,476010556,Gemeindeverwaltung Tecknau,townhall,,,,,,,,,,,7.8815267,47.450986
669242,476011704,Dorfbrunnen,fountain,,,,,,,,,,,7.8812298,47.4507871
669347,476032346,Bildfeld-Tankstelle AG,fuel,,,,,,,,,,,9.0284147,47.467413
669454,476091510,Lindaviabrunnen,fountain,,,,,,,,,,,9.6845025,47.5456806
669455,476091584,Volkbank Raiffeisen,bank,,,,,,,,,,,9.682226,47.5457542
669456,476091592,Insel Apotheke,pharmacy,,,,,,,,,,,9.6821325,47.5459648
670277,476444541,Polat,fast_food,,,,,,,,,,,9.6584508,47.4661947
670435,476502820,Lemon Beach / Lemon Beat Club,nightclub,,,,,,,,,,,9.3997587,47.7111358
670454,476505831,Schlosshof,restaurant,,,,,,,,,,,8.6384695,47.514732
670458,476506025,Linde,restaurant,,,,,,,,,,,8.6409071,47.5136074
670459,476506070,Löwen,restaurant,,,,,,,,,,,8.6409414,47.5125523
670460,476506169,Sternen,restaurant,,,,,,,,,,,8.6382562,47.5174702
670462,476506239,Dorfkafi,cafe,,,,,,,,,,,8.6421087,47.5148132
671017,476554694,Kino Arkaden,cinema,,,,,,,,,,,9.8221233,46.7962329
671038,476564184,Heiligchrüz,place_of_worship,,,,,,,,,,,8.5454681,47.1980466
671056,476566425,Schlemmerkiste,fast_food,,,,,,,,,,,9.6585575,47.4641728
671057,476566426,cinebank.cc,vending_machine,,,,,,,,,,,9.6587178,47.4641101
671199,476639669,Fürschwand,pub,,,,,,,,,,,8.5906497,47.1537263
671201,476639875,Buvette des Cernys,restaurant,,,,,,,,,,,6.4005606,46.7459442
671214,476642645,parking résidentiel,parking,,,,,,,,,,,6.8072699,47.5197375
671221,476644785,Dres. med. L. & J. Schaub,doctors,,,,,,,,,,,7.8887735,47.4464698
671223,476645349,Grabkapelle Herren von Baden zu Liel,place_of_worship,,,,,,,,,,,7.612279,47.7398431
671224,476645352,Kindergarten,kindergarten,,,,,,,,,,,7.6108583,47.7401353
671225,476645361,Schlossgartenhalle/Gemeindehalle,public_building,,,,,,,,,,,7.609615,47.7397135
671304,476660300,Pfarrheim,public_building,,,,,,,,,,,9.6377181,47.4607097
671308,476661369,Municipio di Sellero,townhall,,,,,,,,,,,10.3449143,46.0565666
671337,476664611,Du Raisin,restaurant,,,,,,,,,,,6.8946361,46.4647951
671338,476664615,Du Soleil,restaurant,,,,,,,,,,,6.8937928,46.4649464
671339,476664619,Yves Compondu,cafe,,,,,,,,,,,6.8938945,46.4661494
671340,476664624,Saint-Antoine,place_of_worship,,,,,,,,,,,6.8946211,46.4657187
671342,476664656,Blonay's,pub,,,,,,,,,,,6.8951603,46.4646443
671462,476682642,Panda Apotheke,pharmacy,,,,,,,,,,,9.3865491,47.7216079
671463,476682644,Gesundheitszentrum,doctors,,,,,,,,,,,9.3865586,47.7217561
671477,476689125,Bosse,parking,,,,,,,,,,,6.8921348,46.4677845
671478,476689131,Eglise Catholique,place_of_worship,,,,,,,,,,,6.8894756,46.4680348
671479,476689132,Chez Yann Boulangerie,cafe,,,,,,,,,,,6.8937361,46.4683794
671480,476689133,Pomodoro,restaurant,,,,,,,,,,,6.8950745,46.4654424
671673,476764441,Döner Pizza Imbiss,fast_food,,,,,,,,,,,7.6762534,47.6261047
671788,476808417,Ortsfeuerwehr Zwischenwasser,fire_station,,,,,,,,,,,9.6632325,47.2880937
672139,476926887,Chammhalde,restaurant,,,,,,,,,,,9.3325242,47.2698304
672147,476928755,Alp Leser,restaurant,,,,,,,,,,,9.2612012,47.220687
672224,476965830,Ristorante cinese pizzeria Hua Li Du,restaurant,,,,,,,,,,,8.6239666,45.8190335
672265,476981326,Roter Stein,restaurant,,,,,,,,,,,8.4847702,47.3885734
672507,477198840,EMK,place_of_worship,,,,,,,,,,,7.8574296,46.6829664
672604,477212043,Aeschen,restaurant,,,,,,,,,,,9.0338778,47.0915488
672619,477214377,Wache Interlaken,police,,,,,,,,,,,7.8698657,46.6900325
672651,477219069,Grundschule,school,,,,,,,,,,,7.6102725,47.7400966
672653,477219071,Freiwillige Feuerwehr,fire_station,,,,,,,,,,,7.6098517,47.7398472
672654,477219072,Jugendraum,public_building,,,,,,,,,,,7.6100509,47.7398441
672693,477224485,Wildbrunnen-Stübli,pub,,,,,,,,,,,8.59371,47.121793
672735,477228348,Kapelle St. Jost,place_of_worship,,,,,,,,,,,8.6644772,47.1336111
672736,477228349,Bergbeizli St. Jost,restaurant,,,,,,,,,,,8.6646342,47.1335993
673033,477301484,Restaurant Zur Post,restaurant,,,,,,,,,,,7.5333382,47.2324639
673535,477447310,Unterstandshuette,shelter,,,,,,,,,,,9.8737906,46.9657602
673556,477458728,Campingstüble,pub,,,,,,,,,,,8.2484881,47.6465775
673559,477458734,Trödler,pub,,,,,,,,,,,8.2468283,47.6467418
673560,477458735,Hermes,post_office,,,,,,,,,,,8.2469118,47.6470395
673561,477458737,Playnet,casino,,,,,,,,,,,8.2482884,47.6459917
673701,477530251,IDHEAP,university,,,,,,,,,,,6.5731071,46.5278413
673718,477535398,Pizzeria de la Grosse Pierre,restaurant,,,,,,,,,,,6.5003219,46.5181974
673931,477638913,Bleikiweid,parking,,,,,,,,,,,7.9903221,47.1270364
674017,477681889,Parking de la Gare de Montreux,parking,,,,,,,,,,,6.9111147,46.4354981
674077,477723179,Croix de Coeur,restaurant,,,,,,,,,,,7.2328833,46.121711
674078,477723181,Croix de Coeur,parking,,,,,,,,,,,7.2324259,46.1219126
674098,477733120,Sonne Gasthaus,restaurant,,,,,,,,,,,9.9659426,47.4600984
674149,477749680,Restaurant self-service,restaurant,,,,,,,,,,,6.9786753,46.4318204
674211,477789368,Collège de Corcelles,school,,,,,,,,,,,6.960488,46.8310428
674423,477860305,Hirschenstüble,pub,,,,,,,,9pin,,,8.2458117,47.6425921
674608,477955409,Riebelhof,restaurant,,,,,,,,,,,9.5626578,47.3846379
674756,478022366,Wildblick,shelter,,,,,,,,,,,7.7997805,47.3706997
674830,478072364,Schönau,restaurant,,,,,,,,,,,8.3600494,47.0510507
674842,478074333,Sealounge,pub,,,,,,,,,,,9.1820102,47.6553915
674884,478109944,Die Post,post_box,,,,,,,,,,,9.2660139,47.6212341
675134,478473400,Buffet Diego,restaurant,,,,,,,,,,,10.043488,46.3647344
675434,478587311,Treff,restaurant,,,,,,,,,,,7.6191468,47.0494256
675523,478657992,Kita Zazabu,kindergarten,,,,,,,,,,,7.4623064,46.9440851
675534,478665196,Astor,cinema,,,,,,,,,,,6.8422204,46.4614843
675555,478679916,Habitat 25,public_building,,,,,,,,,,,6.3622855,46.9079132
675584,478690163,LKW Parkplatz,parking,,,,,,,,,,,8.5591106,47.5417764
675585,478690386,PKW Parkplatz,parking,,,,,,,,,,,8.5525534,47.546495
675966,478940184,Urzlenboden,shelter,,,,,,,,,,,8.5773298,47.0921159
675974,478943495,Primarschulhaus,school,,,,,,,,,,,8.4903024,47.5958061
676059,479053420,Crémerie du Glacier,restaurant,,,,,,,,,,,6.9353682,45.9783886
676088,479091696,Gubel,place_of_worship,,,,,,,,,,,8.5733319,47.1618516
676240,479154506,Takobo,restaurant,,,,,,,,,,,10.3109816,47.7322749
676249,479155545,Schilderhäusle,pub,,,,,,,,,,,10.3230494,47.7370105
676259,479157215,Schützenheim Leubas,pub,,,,,,,,,,,10.3354981,47.7641114
676525,479243245,Restaurant am Seeli,restaurant,,,,,,,,,,,9.518937,47.4104848
676539,479246221,Buvette du glacier,fast_food,,,,,,,,,,,7.5797305,46.1059182
676595,479258514,Rex,cinema,,,,,,,,,,,7.623426,47.0591306
676596,479258537,Krone,cinema,,,,,,,,,,,7.6275006,47.0561928
676620,479261755,Da Gino,restaurant,,,,,,,,,,,7.6275228,47.0553307
676649,479273596,Red Rock,pub,,,,,,,,,,,7.4472316,47.0204831
676655,479276397,Ryser,pharmacy,,,,,,,,,,,7.6228517,47.0585944
676741,479305501,Diavolezza,restaurant,,,,,,,,,,,9.9651091,46.4119834
676984,479378852,FONCINE LE BAS,post_office,,,,,,,,,,,6.0321454,46.6373598
677452,479717788,Flamingo Pilsbar,pub,,,,,,,,,,,10.3170878,47.7281476
